"","Salary","Position_C","Position_PF","Position_PG","Position_PG-SG","Position_SF","Position_SF-PF","Position_SF-SG","Position_SG","Position_SG-PG","Age","GP","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Total.Minutes","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"137",8854879,1,0,0,0,0,0,0,0,0,24,82,8,19.8,2.1,4,0.535,0.1,0.5,0.216,2,3.5,0.576,0.547,0.6,0.9,0.676,2.5,4,6.5,1.2,0.6,0.8,0.8,2.6,5,1626,14.2,0.567,0.113,0.217,14.1,22.2,18.1,8.3,1.6,3.7,15.6,11.2,2.2,2.4,4.6,0.136,-1.5,1.2,-0.3,0.7
"138",8780488,0,1,0,0,0,0,0,0,0,29,69,46,28.4,3.7,7.2,0.509,0.6,1.5,0.41,3,5.7,0.536,0.553,1.4,2,0.735,1,4.4,5.3,4.9,1.1,0.9,1.5,2.1,9.4,1957,14.8,0.583,0.212,0.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,0.125,0.2,2.3,2.5,2.2
"139",8750000,0,0,0,0,0,0,0,1,0,30,42,2,26.3,3.8,9.6,0.397,1.7,5,0.33,2.1,4.5,0.471,0.484,1.4,1.9,0.747,0.4,2.7,3,3.5,1.4,0.3,2.1,2.4,10.7,1106,10.6,0.513,0.526,0.196,1.6,12.3,6.8,19.8,2.6,1.1,16.6,21.1,-0.9,1.5,0.6,0.024,-2.9,0.8,-2.1,0
"140",8694369,1,0,0,0,0,0,0,0,0,30,7,1,15.6,3,6.3,0.477,0.3,1.6,0.182,2.7,4.7,0.576,0.5,0.7,1.7,0.417,1,2.1,3.1,1.3,0.3,0.9,0.4,1,7,109,14.2,0.497,0.25,0.273,7.1,15.2,11.2,12.2,0.9,4.7,5.7,20.1,0,0.1,0.1,0.046,-0.9,-0.5,-1.4,0
"141",8623920,0,0,1,0,0,0,0,0,0,21,36,36,35.2,8.2,20,0.411,4,10.6,0.376,4.2,9.4,0.45,0.51,2.8,3.4,0.836,1.2,5.3,6.4,8.4,1.3,0.3,3.6,3.3,23.3,1268,17.9,0.541,0.531,0.169,3.5,16.2,9.7,38.7,1.7,0.8,14.3,30,0.6,1.2,1.8,0.068,3.2,-0.8,2.4,1.4
"142",8496653,0,0,0,0,0,0,0,1,0,32,61,7,19.9,3.4,7.4,0.463,1.5,3.8,0.405,1.9,3.6,0.525,0.568,0.8,0.9,0.927,0.2,1.4,1.6,1.6,0.6,0.1,0.8,1.6,9.2,1211,12.3,0.593,0.517,0.122,1.2,7.9,4.6,11.9,1.5,0.5,9.7,19.2,0.9,0.9,1.8,0.07,-1.2,-0.9,-2.1,0
"143",8478720,0,1,0,0,0,0,0,0,0,21,79,79,34.4,6.6,12,0.554,0.3,1.3,0.216,6.4,10.7,0.595,0.566,2.6,3.8,0.674,2.4,6.6,9,2.8,0.8,1.5,1.8,2.8,16.2,2715,17.9,0.591,0.108,0.321,8.1,22.7,15.4,12.4,1.1,4,11.9,20.2,3.7,4.8,8.5,0.151,0,1.6,1.7,2.5
"144",8300000,0,0,0,0,0,0,0,1,0,30,22,1,16.7,1.9,3.1,0.594,0.6,1.2,0.5,1.3,2,0.651,0.688,0.3,0.3,0.857,1.1,2,3.1,1.4,1,0.2,0.7,2,4.6,367,13.3,0.701,0.377,0.101,7.4,13.9,10.6,11,2.9,1.2,18.2,10.3,0.6,0.4,1,0.125,-1.2,1.5,0.3,0.2
"145",8283688,1,0,0,0,0,0,0,0,0,33,38,1,11.2,2,4,0.51,0.3,1,0.308,1.7,2.9,0.58,0.55,0.9,1.3,0.673,0.9,2.6,3.5,0.7,0.2,0.5,0.7,2,5.2,426,15.5,0.577,0.258,0.325,9.1,28.3,18.5,9.5,1.1,4.4,12.7,20.6,0.3,0.7,1,0.115,-2.6,1,-1.6,0
"146",8250000,0,0,0,0,0,0,0,1,0,24,77,58,27.9,3.6,8.5,0.425,2,5.2,0.39,1.6,3.2,0.484,0.546,0.9,1.1,0.793,0.9,3.2,4.1,2.6,1.6,0.5,1.3,2.5,10.1,2150,12.7,0.566,0.619,0.134,3.9,13.1,8.6,12.9,2.9,1.8,12.9,16.4,1.1,3.1,4.2,0.095,-0.7,1.6,0.9,1.6
"147",8200000,0,1,0,0,0,0,0,0,0,32,57,1,14,2.4,4.4,0.54,0.7,1.9,0.378,1.6,2.5,0.667,0.623,0.9,1.2,0.776,1.3,2.3,3.6,0.9,0.4,0.4,0.9,1.8,6.4,797,15.5,0.65,0.44,0.266,10.1,18,14.1,8.9,1.5,2.5,15.6,17.5,1.2,1,2.2,0.133,-0.7,0.2,-0.5,0.3
"148",8008440,0,0,0,0,1,0,0,0,0,22,80,78,29.8,4.4,9.8,0.453,2.6,6.3,0.411,1.9,3.5,0.527,0.584,0.8,1,0.765,1.1,3.5,4.6,1.2,0.8,0.5,0.8,2,12.2,2382,12.3,0.597,0.641,0.104,4.3,13.4,8.9,5.5,1.2,1.5,6.8,15.8,2.6,1.7,4.3,0.087,0.4,-1,-0.6,0.8
"149",8000000,1,0,0,0,0,0,0,0,0,26,82,70,23.9,3,4.7,0.63,0,0,0,3,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7,1958,17.8,0.639,0.003,0.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,0.212,0.9,1.3,2.1,2
"150",8000000,0,1,0,0,0,0,0,0,0,34,54,9,14.7,2,3.7,0.545,0.1,0.6,0.176,1.9,3,0.622,0.561,0.3,0.5,0.692,1.3,1.8,3.1,1.4,1,0.1,0.8,1.6,4.4,795,14.1,0.573,0.172,0.131,9.4,14.6,11.8,12.9,3.4,0.6,16.7,13.5,0.7,1.1,1.8,0.109,-1.8,1.9,0.1,0.4
"151",7804878,0,0,1,0,0,0,0,0,0,30,50,14,24.4,2.8,5.8,0.474,0.8,2.4,0.345,1.9,3.4,0.564,0.545,1,1.2,0.867,1.2,2.4,3.6,3.9,1.8,0.3,0.9,1.2,7.4,1221,16.3,0.581,0.409,0.206,5.5,10.7,8.2,20.9,3.7,1.2,12.2,12.9,2.1,1.6,3.7,0.146,0.4,3.1,3.4,1.7
"152",7775400,0,1,0,0,0,0,0,0,0,21,82,65,28.3,3.8,8.3,0.464,1.4,3.4,0.415,2.4,4.9,0.498,0.549,1.1,1.3,0.857,1,3,4,1.2,0.9,0.9,1.2,1.8,10.2,2323,11.2,0.576,0.409,0.155,3.9,12,8,5.8,1.5,2.9,12.3,15.7,0.5,3,3.5,0.072,-1.7,0.4,-1.3,0.4
"153",7644600,0,0,0,0,1,0,0,0,0,21,77,76,34.8,6,13.2,0.456,0.8,2.9,0.281,5.2,10.3,0.505,0.487,2.5,3.2,0.772,2.3,4.3,6.6,4.8,1.1,0.8,2,2.2,15.3,2678,15.5,0.524,0.22,0.242,7.1,15.2,10.8,20,1.5,2.2,12,20.3,2.3,2.7,5,0.09,0.5,-0.1,0.4,1.6
"154",7426088,0,0,0,0,1,0,0,0,0,27,77,2,20.1,3.1,6.9,0.451,1.5,4.1,0.372,1.6,2.8,0.564,0.56,1,1.4,0.694,0.3,2,2.3,1.5,0.5,0.1,0.7,1.6,8.7,1548,12,0.579,0.589,0.204,1.9,11.5,6.7,10.6,1.1,0.7,8.3,18.2,1.4,1.9,3.3,0.103,-0.8,0.2,-0.7,0.5
"155",7413955,0,0,0,0,0,0,0,1,0,22,74,2,23.4,3.6,8,0.443,1.7,4.6,0.372,1.8,3.4,0.54,0.551,0.8,0.9,0.871,0.2,2.6,2.9,2.8,0.7,0.1,1,1.6,9.7,1730,12.5,0.572,0.579,0.118,1.1,12.6,6.9,16.3,1.5,0.3,10.6,17.9,1.2,1.9,3.1,0.087,-1,0.2,-0.8,0.5
"156",7350000,1,0,0,0,0,0,0,0,0,25,63,26,22.9,4.5,8.7,0.518,0.9,2.3,0.374,3.6,6.4,0.571,0.568,1.7,2.3,0.761,1.8,4.5,6.4,2.9,0.6,0.8,2,3.2,11.6,1441,16.4,0.599,0.268,0.259,8.5,22.5,15.2,18,1.2,2.8,17.4,21.2,1.2,1,2.2,0.074,-0.5,0.3,-0.2,0.6
"157",7252200,0,0,0,0,0,0,0,1,0,20,74,73,31.1,5.5,13.3,0.416,1.6,4.7,0.343,3.9,8.6,0.457,0.477,3.6,4.8,0.747,1,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,2304,12.1,0.528,0.356,0.362,3.4,10.7,6.9,26.2,1.3,0.7,17.2,25.4,-0.9,0.8,0,-0.001,-1.4,-1.9,-3.3,-0.7
"158",7100000,0,1,0,0,0,0,0,0,0,28,54,4,22.1,3.3,7,0.467,1.4,3.6,0.381,1.9,3.4,0.557,0.565,1.2,1.4,0.844,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9.1,1192,10,0.597,0.512,0.203,1.4,10.8,6.2,9.6,1.1,1.1,14.3,17.3,0.3,1,1.3,0.052,-2.6,-0.6,-3.3,-0.4
"159",7065217,0,0,0,0,1,0,0,0,0,27,31,7,21.8,3.5,7.4,0.48,0.4,1.5,0.283,3.1,5.9,0.53,0.509,1.6,2.2,0.725,1.3,2.5,3.8,2.7,0.7,0.2,1.5,3.4,9.1,677,12.2,0.546,0.201,0.301,6.6,12.6,9.6,18.2,1.5,1,15.3,18.8,0.4,0.3,0.7,0.049,-2.8,-0.7,-3.5,-0.3
"160",7040880,0,0,0,0,1,0,0,0,0,22,76,46,21.7,2.3,4.7,0.494,0.8,2.3,0.363,1.5,2.4,0.617,0.582,1,1.4,0.757,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4,1652,10.7,0.614,0.483,0.291,3.7,9.6,6.7,7,1.7,1.7,9.5,11.9,1.9,2.3,4.2,0.122,-1.9,1.6,-0.3,0.7
"161",7000000,0,0,0,0,1,0,0,0,0,27,7,0,19.1,2,5.1,0.389,0.4,2,0.214,1.6,3.1,0.5,0.431,0.6,1,0.571,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5,134,8.7,0.448,0.389,0.194,6.2,13,9.5,11,1.4,0.6,4.9,12.9,0,0.1,0.1,0.045,-3.8,-0.8,-4.6,-0.1
"162",6922320,0,0,0,0,0,0,0,1,0,21,53,19,23.5,3.5,8.4,0.419,1.2,3.8,0.327,2.3,4.6,0.496,0.493,1.6,2.2,0.723,1,2,3,2.9,1.3,0.5,1.8,2.3,9.9,1246,12.5,0.528,0.455,0.268,5,9.6,7.3,18,2.6,2.1,15.9,20.3,-0.2,1.5,1.4,0.053,-1.8,0.8,-1,0.3
"163",6803012,1,0,0,0,0,0,0,0,0,22,47,2,13,1.8,3.3,0.551,0.1,0.6,0.103,1.8,2.7,0.654,0.561,1.2,1.8,0.699,0.8,2,2.8,0.7,0.4,0.4,0.7,1.4,5,610,13.7,0.605,0.186,0.532,7.3,17.3,12.3,7.7,1.6,3,13.9,15.7,0.6,0.9,1.5,0.118,-2.2,1,-1.2,0.1
"164",6667500,1,0,0,0,0,0,0,0,0,30,20,0,8.1,1,1.6,0.594,0.1,0.1,0.5,0.9,1.5,0.6,0.609,0.2,0.3,0.8,0.4,0.9,1.3,0.4,0.3,0.3,0.4,1.2,2.2,162,9.4,0.629,0.063,0.156,5.2,12.8,8.7,5.8,1.5,3,19,11.1,0.1,0.2,0.2,0.072,-4.6,1.1,-3.5,-0.1
"165",6586800,0,0,0,0,0,0,0,1,0,20,78,17,28.5,5.3,12.2,0.434,1.3,4,0.323,4,8.2,0.488,0.487,4.8,5.8,0.828,1.1,3,4.1,1.5,0.6,0.2,1.9,2.1,16.7,2222,13.1,0.566,0.326,0.477,4.4,11.5,7.9,7.6,1,0.5,11.7,24.6,1,0.8,1.8,0.038,-1.2,-2.5,-3.7,-1
"166",6479000,0,0,0,0,1,0,0,0,0,26,80,31,28.5,4.5,9.3,0.483,1.1,3.2,0.358,3.3,6.1,0.548,0.545,1.5,1.9,0.758,0.8,3.3,4.1,3.4,1.1,0.6,1.5,2.4,11.5,2280,13.3,0.571,0.343,0.206,3.3,13,8.3,15.7,1.9,2,13.2,17.8,1.7,2.6,4.3,0.09,-1.1,0.6,-0.5,0.9
"167",6479000,0,0,0,0,1,0,0,0,0,27,71,49,29.3,3.6,7.7,0.464,1.2,3.3,0.356,2.4,4.4,0.545,0.54,1.3,1.6,0.805,1.2,3.6,4.8,1.6,1,0.4,1.1,2,9.6,2077,11.4,0.571,0.431,0.206,4.8,15,9.7,8.2,1.7,1.5,11.5,14.4,1.2,2.5,3.7,0.086,-1.8,0.5,-1.2,0.4
"168",6479000,0,0,0,0,1,0,0,0,0,35,46,0,22.7,2.3,5.4,0.435,1.8,4.4,0.409,0.5,1,0.556,0.603,0.4,0.5,0.857,0.3,2.5,2.8,3.3,0.7,0.1,1.2,1.6,6.9,1044,10.7,0.616,0.819,0.085,1.4,11.1,6.4,18.4,1.5,0.5,17.6,12.6,1.1,1.2,2.3,0.107,-1.6,0.8,-0.7,0.3
"169",6395160,1,0,0,0,0,0,0,0,0,22,80,18,23.1,4,6.2,0.638,0.1,0.2,0.308,3.9,6.1,0.647,0.642,1.9,2.5,0.781,2.7,4.5,7.2,1,0.7,1.3,1,3.1,9.9,1849,19.4,0.678,0.026,0.394,12.7,21.5,17,5.8,1.4,4.9,12.2,15.1,4.7,2.4,7.1,0.185,0,0.8,0.8,1.3
"170",6287400,0,1,0,0,0,0,0,0,0,20,76,76,31.1,7.1,14.7,0.482,1,3.1,0.325,6.1,11.6,0.524,0.516,1.4,1.9,0.731,1.9,5.9,7.9,6.2,0.8,0.4,2.8,1.9,16.6,2367,17.1,0.533,0.209,0.13,6.6,20.9,13.6,29.9,1.1,1.2,15.1,24.6,1.3,2.7,4,0.081,1.5,-0.3,1.2,1.9
"171",6263188,0,1,0,0,0,0,0,0,0,24,63,9,23.3,4.5,9.3,0.486,0.8,2.5,0.319,3.7,6.7,0.55,0.53,1.4,1.9,0.739,0.8,3.7,4.5,0.9,0.3,0.4,0.8,1.1,11.2,1466,13.2,0.556,0.274,0.204,4.1,16.5,10.5,5.8,0.6,1.5,7.7,20.2,0.6,1.3,1.8,0.06,-1.3,-1,-2.2,-0.1
"172",6184500,0,1,0,0,0,0,0,0,0,36,56,0,14.6,1.9,5.1,0.38,0.6,2.3,0.254,1.4,2.8,0.484,0.437,0.8,0.9,0.857,0.6,2.3,2.9,1,0.3,0.3,0.7,1.2,5.2,816,9,0.475,0.453,0.171,4.4,17,10.8,9.4,1.1,1.9,10.7,17.7,-0.4,0.7,0.3,0.018,-3.6,-0.4,-4,-0.4
"173",6025000,0,0,1,0,0,0,0,0,0,27,81,39,22.3,3,7,0.423,1.8,4.2,0.421,1.2,2.8,0.425,0.549,0.4,0.5,0.816,0.4,2.1,2.5,2.4,0.8,0.4,1,2,8,1810,10.9,0.56,0.596,0.067,2.1,9.3,5.8,14.5,1.7,1.3,11.8,15.3,1.2,2.3,3.5,0.092,-1.9,1.2,-0.6,0.6
"174",6012960,0,0,0,0,0,0,0,1,0,19,80,15,22.2,3.8,8.1,0.472,1.3,3.5,0.36,2.6,4.6,0.559,0.551,0.9,1.3,0.714,0.8,2.2,3,1.2,0.5,0.3,1,1.7,9.9,1779,11.5,0.568,0.437,0.162,4,11.3,7.6,7.9,1,1.2,10.7,19,0.6,0.6,1.2,0.032,-1.3,-2,-3.3,-0.6
"175",6000000,0,0,1,0,0,0,0,0,0,28,48,15,20.2,3.9,9.4,0.415,1.4,3.9,0.368,2.5,5.6,0.448,0.49,1,1.3,0.766,0.3,2,2.2,4.5,0.7,0.2,1.7,1.8,10.3,968,13.2,0.512,0.408,0.141,1.3,11,6.1,32.6,1.7,0.7,14.4,24.8,0,1,1.1,0.053,-0.5,-0.7,-1.2,0.2
"176",5987975,0,0,0,0,1,0,0,0,0,33,46,2,15.3,1.7,4.4,0.377,1,3.1,0.322,0.7,1.3,0.508,0.49,0.1,0.2,0.625,0.1,1.1,1.2,0.9,0.4,0.4,0.5,1.5,4.5,706,6.6,0.494,0.701,0.039,0.8,8.1,4.4,7.5,1.3,2.3,9.6,14.1,-0.4,0.5,0.1,0.008,-3.7,-0.1,-3.9,-0.3
"177",5954454,0,0,0,0,1,0,0,0,0,23,40,20,24.8,3.5,7.8,0.446,1.1,3.6,0.313,2.4,4.2,0.56,0.518,1.6,1.9,0.853,0.5,1.8,2.2,1.4,1,0.4,1.2,1.8,9.7,990,10.6,0.561,0.462,0.24,2,8.1,5,8.1,1.9,1.3,12,17.1,0.3,0.7,0.9,0.046,-2.6,-0.8,-3.4,-0.4
"178",5887899,0,1,0,0,0,0,0,0,0,26,42,41,28.5,5.3,11.3,0.47,2.5,6.1,0.404,2.9,5.2,0.548,0.579,2.4,2.9,0.842,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2,15.5,1199,17.1,0.617,0.538,0.253,3.2,14,8.6,9.6,2,1,6.6,20.6,2.1,1.4,3.5,0.142,2,0.6,2.6,1.4
"179",5853659,0,0,1,0,0,0,0,0,0,32,33,2,17.2,1.8,5.4,0.343,0.6,2.5,0.256,1.2,2.9,0.417,0.402,0.8,1.1,0.8,0.3,1.8,2.1,3.5,0.8,0.2,0.9,1.5,5.2,566,10.4,0.442,0.461,0.197,1.9,12.7,7.3,27.1,2.3,1,13.8,17.7,-0.2,0.9,0.7,0.062,-3.8,1.1,-2.8,-0.1
"180",5837760,0,0,1,0,0,0,0,0,0,21,76,56,28.3,4,10.7,0.377,1.1,3.8,0.28,3,7,0.429,0.426,1.2,1.5,0.821,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,2154,10.2,0.455,0.351,0.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,-1.9,1.4,-0.5,-0.012,-3.3,-0.5,-3.8,-1
"181",5739840,0,1,0,0,0,0,0,0,0,20,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,1394,13.3,0.597,0.294,0.278,5.6,12.5,9.1,12.7,1.4,2,14.6,19.6,1,1.4,2.4,0.084,-1.7,-0.1,-1.7,0.1
"182",5728393,0,0,0,0,1,0,0,0,0,30,61,33,23.7,2.7,6.9,0.392,1.8,5.3,0.339,0.9,1.6,0.566,0.521,0.4,0.7,0.659,0.8,3.8,4.6,1.3,0.6,0.2,0.5,1.1,7.6,1443,10,0.531,0.765,0.097,3.8,16.2,10.2,6.9,1.2,0.6,7,13.8,0.7,1.8,2.5,0.085,-1.3,0.3,-1,0.3
"183",5722116,0,0,0,0,0,0,0,1,0,23,67,67,34.9,7.3,16.6,0.439,3,8,0.378,4.2,8.5,0.497,0.531,2.5,2.7,0.934,0.4,5,5.4,4.2,0.8,0.2,2.4,1.5,20.1,2337,15.3,0.566,0.484,0.164,1.3,17.3,9,19.9,1.1,0.7,11.7,25.6,1.1,2.4,3.5,0.072,1.5,-0.8,0.6,1.6
"184",5634257,0,0,0,0,0,0,0,1,0,23,43,21,19.6,2.8,6,0.467,0.4,1.4,0.262,2.4,4.6,0.53,0.498,0.9,1.3,0.696,1.3,1.3,2.7,1.2,0.6,0.3,0.7,1.6,6.9,844,10.4,0.524,0.236,0.216,7.1,7.7,7.4,7.9,1.3,1.3,9.6,15.4,0.3,0.2,0.5,0.029,-2.6,-1.5,-4.2,-0.5
"185",5508600,0,0,1,0,0,0,0,0,0,19,59,11,17.7,1.5,3.5,0.418,0.5,1.5,0.314,1,2.1,0.492,0.483,0.4,0.7,0.65,0.6,2.6,3.2,2.3,0.7,0.2,1,1.7,3.8,1042,8.8,0.503,0.413,0.192,3.9,16.5,10.2,16.4,2,1,20.2,11.6,-0.1,1.4,1.3,0.061,-3.4,1.6,-1.8,0
"186",5461219,1,0,0,0,0,0,0,0,0,35,42,7,8.5,1.9,3,0.64,0,0.1,0.4,1.9,2.9,0.65,0.648,0.6,1,0.585,0.7,1.8,2.5,0.3,0.1,0.6,0.9,1.3,4.4,355,17.2,0.65,0.04,0.328,9.7,25.5,17.5,5.2,0.6,6.5,20.1,22.8,0.1,0.5,0.6,0.076,-3.6,-0.1,-3.7,-0.1
"187",5377520,1,0,0,0,0,0,0,0,0,23,38,1,12,1.8,3.3,0.552,0.2,0.7,0.231,1.7,2.6,0.636,0.576,0.6,1.1,0.548,1.6,2,3.6,1,0.4,0.7,0.6,1.7,4.4,457,17.1,0.582,0.208,0.336,15,18.7,16.8,12.1,1.7,5.3,13.3,15.4,0.8,0.6,1.3,0.141,-0.8,1.1,0.3,0.3
"188",5348280,0,1,0,0,0,0,0,0,0,24,67,5,15.7,2.8,6.3,0.446,1.3,3.7,0.344,1.5,2.6,0.593,0.548,0.6,0.7,0.809,0.4,2.4,2.8,1,0.3,0.2,0.6,1,7.4,1050,13.6,0.565,0.589,0.112,3,16.6,9.8,9.2,1.1,1.1,8,19.5,1.1,1,2.1,0.095,0.3,-0.8,-0.5,0.4
"189",5258280,0,0,0,0,1,0,0,0,0,21,80,80,32.6,6.8,14,0.485,1.6,4.5,0.361,5.2,9.5,0.544,0.543,3.4,4,0.842,0.9,3.2,4.1,3.5,1,0.2,2.1,2.3,18.6,2609,15.9,0.589,0.322,0.288,3,11.2,7.1,17.2,1.4,0.6,11.7,23.5,3.1,2.3,5.4,0.099,0.4,-0.5,-0.1,1.3
"190",5250000,0,0,0,0,0,0,0,1,0,27,70,2,13.8,2.7,6.4,0.424,1.1,3.2,0.354,1.6,3.2,0.493,0.512,0.5,0.6,0.854,0.2,1.3,1.6,1.3,0.4,0.1,0.9,0.9,7.1,964,11.1,0.53,0.496,0.091,1.8,10.3,6.2,13.8,1.4,0.6,12.4,23.7,-0.6,0.8,0.2,0.008,-2,-1.5,-3.5,-0.4
"191",5200000,0,0,0,0,1,0,0,0,0,24,56,0,17.8,3.8,6.7,0.573,0.1,0.4,0.238,3.8,6.3,0.593,0.58,1.6,2.6,0.588,1,2.4,3.5,1,0.9,0.3,1.3,2.2,9.3,996,15.7,0.593,0.056,0.395,6.2,15.7,10.8,9.2,2.6,1.4,13.9,21.8,0.4,0.9,1.3,0.063,-1.8,0.4,-1.4,0.1
"192",5155500,0,0,1,0,0,0,0,0,0,31,62,2,19.8,2.4,5.7,0.427,1.1,2.9,0.389,1.3,2.8,0.468,0.527,0.9,1.2,0.792,0.3,1.4,1.7,3.5,0.5,0.1,0.9,1.4,6.9,1227,12.1,0.558,0.513,0.205,1.8,7.9,4.8,25.4,1.3,0.6,12.8,15.2,1.5,0.3,1.8,0.07,-0.7,-0.8,-1.5,0.2
"193",5155500,0,0,0,0,0,0,0,1,0,36,25,0,6.5,0.7,1.8,0.4,0.4,1,0.423,0.3,0.8,0.368,0.522,0.1,0.2,0.75,0.2,0.5,0.7,0.5,0.4,0.1,0.2,0.6,2,162,10.5,0.535,0.578,0.089,3.5,8.4,5.9,10.6,2.7,1.2,7.9,13.4,0.1,0.2,0.3,0.094,-2.5,1.6,-1,0
"194",5121951,0,1,0,0,0,0,0,0,0,32,79,60,24.7,2.9,6.3,0.456,1.3,3.2,0.395,1.6,3.1,0.518,0.556,0.4,0.6,0.711,1.8,3.6,5.4,1.5,0.6,0.8,0.9,2.3,7.4,1948,11.6,0.566,0.506,0.09,8.1,16.3,12.1,7.9,1.3,2.9,12.3,13,1.5,2.5,4,0.098,-1.3,0.7,-0.6,0.7
"195",5063520,0,1,0,0,0,0,0,0,0,19,56,53,26,4.5,9.9,0.453,0.6,2.4,0.246,3.9,7.5,0.519,0.483,1.4,2.1,0.698,1.7,3.6,5.3,2.5,0.8,0.4,1.7,2.5,11,1458,11.4,0.509,0.243,0.21,6.9,15.6,11,13.6,1.4,1.3,13.9,19.8,-0.5,0.7,0.2,0.005,-2.8,-1.2,-4,-0.7
"196",5009633,0,0,0,0,0,0,0,1,0,24,59,3,15,2.2,5,0.444,1,2.7,0.384,1.2,2.3,0.515,0.547,0.7,1,0.667,0.3,1.5,1.7,1.8,0.5,0.4,0.9,1.5,6.2,884,11.6,0.565,0.539,0.203,1.9,10.5,6.3,16.7,1.7,2,14.6,17.9,0.3,0.8,1.1,0.062,-1.4,0.4,-0.9,0.2
"197",5000000,0,0,0,0,0,0,0,1,0,25,37,0,9.5,1.3,3,0.432,0.5,1.2,0.391,0.8,1.8,0.462,0.514,0.7,1,0.722,0.2,1,1.1,0.6,0.3,0.1,0.6,0.5,3.8,353,9.3,0.552,0.414,0.324,2,11.8,7,8.8,1.4,0.8,15.9,19.1,-0.2,0.3,0.1,0.019,-3.3,-1,-4.4,-0.2
"198",4916160,0,0,0,0,1,0,0,0,0,22,76,40,26.6,3.3,7.6,0.437,0.9,3.1,0.297,2.4,4.6,0.53,0.497,1.6,2.2,0.739,1,5.4,6.4,2.8,0.9,0.4,1.6,2.8,9.2,2020,11.2,0.535,0.401,0.285,4.2,21.9,13.4,13.9,1.6,1.2,15.9,16.7,0,2.3,2.3,0.054,-2.8,0.5,-2.3,-0.1
"199",4833600,0,0,1,0,0,0,0,0,0,24,80,9,18.1,2.3,5,0.454,0.8,2.5,0.32,1.5,2.5,0.584,0.533,0.3,0.4,0.806,0.2,1.1,1.3,2.3,0.6,0.2,0.8,1.4,5.6,1447,9.4,0.545,0.494,0.078,1.3,7,4.1,16.5,1.5,0.9,13.1,14.1,0.7,0.8,1.5,0.05,-2.4,-0.4,-2.8,-0.3
"200",4810320,0,0,0,0,0,0,0,1,0,20,28,5,15.1,2.4,6.1,0.386,0.6,2.5,0.243,1.8,3.6,0.485,0.436,0.5,1,0.519,0.4,2,2.3,1,0.4,0.3,0.6,1.7,5.8,423,7.2,0.446,0.409,0.158,2.7,13.9,8.5,9.2,1.2,1.6,8.5,20.5,-0.6,0.3,-0.3,-0.033,-5.8,-1.7,-7.4,-0.6
"201",4728948,0,0,0,0,0,0,0,1,0,25,45,2,18.1,2.6,5.4,0.488,0.8,2,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3,0.5,0.1,0.7,1.4,6.9,816,12.8,0.594,0.372,0.169,1,9.4,5.3,22.1,1.3,0.5,10.3,14.9,1.4,0.7,2.1,0.124,-1.1,0.3,-0.8,0.3
"202",4670160,1,0,0,0,0,0,0,0,0,22,68,31,18.8,3.6,7.5,0.476,0.8,2.8,0.283,2.8,4.7,0.593,0.53,1.5,2,0.759,1.9,3.9,5.8,1,0.3,0.9,1.1,2.3,9.4,1279,15.9,0.565,0.376,0.27,11.2,22.9,17.1,7.6,0.8,4,11.2,21,1.1,1.1,2.3,0.085,-0.9,-1.1,-2.1,0
"203",4591680,0,0,0,0,1,0,0,0,0,21,37,4,15.2,2.3,5.3,0.429,0.7,2.6,0.258,1.6,2.7,0.596,0.492,0.5,0.6,0.773,0.4,1.7,2.1,0.9,0.4,0.2,1,1.6,5.7,561,7.4,0.511,0.495,0.112,3,11.9,7.5,8.2,1.2,1,15.2,18,-0.5,0.6,0.1,0.011,-4.7,-0.8,-5.6,-0.5
"204",4569840,0,1,0,0,0,0,0,0,0,19,39,1,14.6,1.9,4.6,0.42,0.7,2.5,0.265,1.3,2.1,0.602,0.492,0.4,0.6,0.652,0.5,2.2,2.7,1.2,0.4,0.2,0.7,1.1,4.9,569,9.3,0.505,0.541,0.127,3.5,16.5,9.9,10.7,1.2,1.1,12,15.9,-0.1,0.6,0.4,0.038,-3.1,-0.5,-3.6,-0.2
