prediction
5.288151e6
5.235284e6
5.210816e6
5.1560205e6
3.45620975e6
1.4944522e7
5.0819475e6
2.57163e6
4.8791225e6
4.8949925e6
4.801259e6
4.7847485e6
3.2637065e6
4.6636465e6
2.91840425e6
2.656136e6
1.8465792e7
4.293321e6
9.465254e6
3.0694595e6
4.3710375e6
4.3551935e6
4.3007425e6
1.0447675e7
4.296819e6
4.2592875e6
4.23278e6
4.1152085e6
4.1295475e6
4.12176425e6
2.31559075e6
1.118534e6
4.00147525e6
4.4485215e6
3.9512285e6
1.070068125e6
3.928323e6
3.922872e6
1.048999e7
3.837799e6
3.80971075e6
3.69625925e6
3.65614075e6
3.55362875e6
3.3753615e6
3.499043e6
3.4932475e6
6.38004e6
4.2052045e6
3.3915275e6
3.3377005e6
3.25977175e6
3.24570475e6
3.20034575e6
3.165201e6
3.0699895e6
1.444915625e6
3.15368425e6
2.9973545e6
2.93381425e6
2.94324925e6
2.836813e6
2.9377e6
2.93054275e6
2.926316e6
4.8271065e6
2.905963e6
2.923616e6
2.89762225e6
2.9249085e6
2.89087975e6
2.8203175e6
2.80539825e6
2.932716e6
2.811708e6
2.73684725e6
2.69785e6
2.6998855e6
2.671795e6
2.69271325e6
3.41141875e6
3.55540675e6
2.587206e6
2.59521425e6
2.575839e6
2.48547875e6
2.5061495e6
3.933489e6
2.4505775e6
2.45399575e6
5.347676e6
2.72025975e6
2.079495875e6
2.31420775e6
2.38545275e6
2.29519775e6
2.30575875e6
2.2599955e6
2.27077125e6
9.856469e6
1.6940115e6
2.254296e6
2.2251705e6
2.2572105e6
2.2521785e6
2.20203875e6
8.436233e6
2.951876e6
1.781857625e6
2.1565475e6
2.14719175e6
1.1815856e7
2.131737e6
2.3498924e7
1.65057825e6
2.119779e6
2.037450875e6
2.017765125e6
1.9722955e6
4.05751275e6
3.10396875e6
2.030872375e6
1.966932375e6
1.98242075e6
1.98055525e6
2.005330375e6
1.95266875e6
1.956375375e6
1.9785285e6
1.980883e6
2.00691575e6
1.988705375e6
1.979956625e6
3.143388e6
2.010318e6
1.96141475e6
1.900372625e6
1.94980025e6
1.85358925e6
1.870119125e6
1.9114655e6
2.306579e6
1.9409055e6
1.860784375e6
1.858756375e6
1.804857e6
4.3678695e6
1.849360375e6
4.2573845e6
1.86971975e6
1.87107025e6
3.4856345e6
1.764524125e6
1.809901625e6
3.133839e6
5.4789265e6
1.75167825e6
1.7238085e6
1.69835225e6
1.64248625e6
4.540826e6
1.616385625e6
1.558674375e6
1.5728345e6
1.602850375e6
1.5439755e6
4.095316e6
3.70713475e6
1.57476675e6
1.56778125e6
1.576799875e6
1.568235375e6
1.574047875e6
1.56562725e6
2.28262525e6
1.60729825e6
2.304924e6
1.493795375e6
1.4726145e6
1.287201625e6
1.20678125e6
1.167300125e6
1.138605875e6
1.079512375e6
1.003323875e6
1.013894125e6
1.0233158125e6
1.022682625e6
1.00919175e6
1.046438625e6
1.067093625e6
1.2105465e7
968459.4375
1.561918375e6
852290.1875
4.78704e6
709876.9375
3.12529575e6
2.190159e6
451881.53125
557232.9375
510163.65625
956349.375
533388.0625
772780.375
841259.5
507456.875
1.879272625e6
516677.1875
519802.96875
2.03547225e6
500374.6875
526898.875
521320.0
507435.84375
516007.0625
564939.375
520452.84375
516765.25
472339.9375
475270.78125
382524.5625
526727.0
1.0395227e7
20943.34375
355007.46875
220548.359375
171975.96875
202185.671875
175797.953125
1.66983225e6
154537.921875
124055.8515625
112962.2734375
164554.484375
117294.8359375
131390.546875
79969.125
115326.15625
4.9209695e6
64843.109375
1.1414386e7
36439.2734375
57546.69921875
5.9490735e6
