prediction
4.8015492e7
2.085789e7
4.7058652e7
4.4488324e7
4.4139208e7
4.3279308e7
4.2472704e7
4.2465384e7
3.5770332e7
4.2469848e7
2.0639632e7
3.894004e7
3.8165216e7
1.5644412e7
3.7997092e7
3.7662552e7
3.7542244e7
3.720352e7
3.7064268e7
3.7053112e7
3.541236e7
3.5422532e7
2.521338e7
3.1192436e7
3.3816236e7
3.3939616e7
1.1176508e7
3.3607428e7
2.6386462e7
3.3032166e7
2.3214364e7
3.2246872e7
3.1311012e7
3.0917456e7
3.0897924e7
3.0878836e7
3.05241e7
3.0408272e7
3.0350666e7
2.8291278e7
3.0043128e7
3.2024158e7
2.6622288e7
1.658347e7
2.7747014e7
2.7324506e7
2.651178e7
2.5827344e7
2.9508626e7
2.3499896e7
2.2683416e7
2.2579326e7
5.035159e6
2.140239e7
2.1253868e7
1.6822572e7
2.1093446e7
3.6520892e7
3.548256e7
2.1807542e7
2.0006778e7
1.9683832e7
1.9553892e7
1.9505384e7
1.057713e7
1.8599442e7
1.8893376e7
1.821241e7
1.800307e7
1.7951626e7
2.419768e6
1.735114e7
1.722273e7
1.7112328e7
1.7082994e7
4.16917775e6
1.6742795e7
1.6696793e7
1.6506011e7
1.6479209e7
1.6286794e7
1.5547686e7
1.5238538e7
1.4043282e7
2.94259925e6
1.3291813e7
1.4494359e7
1.4340172e7
1.4001308e7
3.4497172e7
1.3803059e7
1.3739482e7
5.161045e6
1.353335e7
1.33488e7
1.298003e7
2.2464834e7
1.2712161e7
1.2904294e7
1.2808831e7
1.4028317e7
1.2313867e7
1.0606562e7
1.2127364e7
1.1710479e7
7.6312085e6
1.1434506e7
1.2140449e7
2.0701355e6
1.106623e7
8.896833e6
1.0899263e7
1.3294072e7
1.0736661e7
1.0722991e7
1.0697384e7
1.0925888e7
1.0176578e7
1.0260849e7
1.0184186e7
8.654778e6
1.0021235e7
1.0032882e7
9.883407e6
9.630465e6
9.448636e6
9.461842e6
9.423367e6
9.415384e6
9.376895e6
1.9392972e7
9.094113e6
1.0727968e7
1.1498086e7
8.94286e6
8.916501e6
8.810811e6
1.4342043e7
1.3239803e7
8.962686e6
8.624328e6
8.565816e6
8.635847e6
8.263155e6
8.2684925e6
7.494132e6
8.189475e6
8.010229e6
7.4635715e6
8.0122365e6
7.8149315e6
7.7788075e6
7.6833635e6
7.443361e6
7.3648285e6
7.346459e6
7.261891e6
7.0957615e6
7.0596075e6
7.0736305e6
2.740493e6
6.9391355e6
6.7208845e6
1.826692125e6
6.5700395e6
6.4243735e6
6.5044575e6
1.0372479e7
6.3739735e6
6.2993865e6
6.2377375e6
4.4591365e6
8.951705e6
6.022889e6
5.9903405e6
5.9705765e6
5.8808675e6
5.8658725e6
5.869273e6
1.1301167e7
5.673094e6
5.72822e6
5.7138085e6
5.6158405e6
5.412312e6
5.442744e6
5.3658585e6
5.3474065e6
